time,imu1_acc_x,imu1_acc_y,imu1_acc_z,imu1_gyro_x,imu1_gyro_y,imu1_gyro_z,imu2_acc_x,imu2_acc_y,imu2_acc_z,imu2_gyro_x,imu2_gyro_y,imu2_gyro_z
0.0,0.11891363187403131,0.04807780036062044,9.709174423071854,0.20921935215758372,0.08449959703792394,0.20421935215758372,0.12093466526283307,0.06106506086174371,9.711195456460656,0.2159590782252625,0.0912393231056027,0.2109590782252625
0.01,0.08859498520131433,0.024897047404702582,9.695489796980103,0.22074086662051115,0.09668366067937424,0.21574532229810378,0.08595796023658239,0.03321427670666231,9.692852725161124,0.22041174482886383,0.09635453888772694,0.21541620050645646
0.02,0.07606276474066327,0.019657583969594897,9.6997760411147,0.22332944408701141,0.099943890739126,0.21834727993624925,0.05946109878406654,0.013997223045405734,9.683174186832002,0.22468059696840578,0.10129504362052037,0.21969843281764362
0.03,0.04826950773493731,-0.0006865118636481989,9.688984397369886,0.2225245001115822,0.0998196308710284,0.21756466001745253,0.07017417981386566,0.03214554232652345,9.710888643687806,0.22099939715436367,0.09829452791380985,0.216039557060234
0.04,0.04420983962835266,0.002860887403040786,9.702108135032006,0.2144546805017572,0.09243945450104205,0.209526127311797,0.05707779246098345,0.026641328661935585,9.714975327385066,0.22093822334259566,0.09892299734188051,0.2160096701526355
0.05,0.037897590683759246,0.004315074793344675,9.71315966778367,0.21001867343338526,0.08870197695362843,0.20513038852268337,0.02525709745371234,0.0025712086843538463,9.700517980776784,0.21239946678887955,0.09108277030912273,0.20751118187817766
0.06,-0.0062599074486966305,-0.031915195070532226,9.686544850680383,0.21624723376769472,0.09563787977985892,0.21140821659719408,0.018833779674932764,0.004058293611993289,9.711636810882394,0.21013944836478404,0.08953009437694824,0.2053004311942834
0.07,0.0016756990425730069,-0.015890185676323148,9.712200501353385,0.2164897080465022,0.09659643576360169,0.21170897571451813,-0.011188413393042742,-0.017892282790079272,9.699334027762006,0.21678204512055163,0.09688877283765114,0.21200131278856757
0.08,-0.01140898448846425,-0.02072194970998327,9.717011629839996,0.2131845802023298,0.09401605464254635,0.20847116698920076,-0.011965763796869365,-0.010435456808519273,9.71645175283809,0.21682061066650904,0.0976520851067256,0.21210719745338
0.09,-0.0442545421863634,-0.04514977055221273,9.702235998012458,0.22234060410986287,0.10390541567049606,0.2177035610156543,-0.04284499637659571,-0.03291664850276252,9.703641606101488,0.22089257016369637,0.10245738172432958,0.2162555270694878
0.1,-0.06192444277902931,-0.05423585780508884,9.702808424983074,0.2153510069450242,0.09765767098720117,0.2107994012202077,-0.06069992431632185,-0.04220840769855965,9.704028061051412,0.22101847767228353,0.10332514171446047,0.21646687194746703
0.11,-0.08768154657476611,-0.07124185471689898,9.695464280617044,0.2141558476957139,0.09721280413977992,0.20969876236474666,-0.0883112823602932,-0.0610902476329838,9.694828611989891,0.21143273263566284,0.09448968907972885,0.2069756473046956
0.12,-0.10541750870362454,-0.08005824183705006,9.696310082820721,0.21427513762805253,0.09809075055956261,0.2099216710057842,-0.09344980531699972,-0.05733172387328103,9.70827069604797,0.22325495641723198,0.10707056934874205,0.21890148979496366
0.13,-0.10264448357495923,-0.06819604187277696,9.71783179363314,0.2133287968863051,0.09791135417253344,0.2090880620871428,-0.12128345540115709,-0.07609966205925046,9.699184466393456,0.2014152128935657,0.08599777017979404,0.19717447809440342
0.14,-0.1308206665731159,-0.08711236176938929,9.70856927809859,0.22045087405957767,0.10580858697645967,0.2163319984993413,-0.14444841726485205,-0.09002915332025395,9.694931797768712,0.215279076262129,0.10063678917901102,0.21116020070189262
0.15,-0.13993684338405865,-0.0867969424066852,9.7185297555272,0.20893310195329934,0.09507410482271925,0.20494522684370325,-0.1569299950426818,-0.09310445169150522,9.701525390033362,0.21048346429725587,0.09662446716667579,0.20649558918765978
0.16,-0.16935498301535473,-0.10661075197379112,9.708349207080856,0.21108553901978525,0.09801788885711916,0.2072378188554842,-0.1618322849562736,-0.08842864707486366,9.715859096166334,0.20946785549711838,0.0964002053344523,0.20562013533281734
0.17,-0.1792737508225406,-0.10675149933528649,9.717826863371064,0.2088641360236167,0.09659581219543983,0.20516573806175745,-0.2097746733821869,-0.126620163647971,9.687311424822818,0.21662652236134874,0.10435819853317187,0.2129281243994895
0.18,-0.20958727814383088,-0.127112403990429,9.707066435466668,0.2127165646794295,0.10125546857129365,0.20917666841165192,-0.21108302568354942,-0.11800394902193534,9.705554352145683,0.21276673943341234,0.10130564332527647,0.20922684316563475
0.19,-0.2143568677991433,-0.12175390188130955,9.722004410054934,0.20725048589515424,0.09660444058933923,0.20387828251198878,-0.21697226599971356,-0.11379405434170418,9.719370742636563,0.2065242724878456,0.09587822718203061,0.20315206910468014
0.2,-0.24565771087841057,-0.14275036247477446,9.710563333330951,0.21928136007142446,0.10945811003456665,0.2160860519190361,-0.24410083437911242,-0.13064809171417302,9.712099892701316,0.21841909455808273,0.10859584452122494,0.21522378640569437
0.21,-0.28086598269520735,-0.16747718499402375,9.69536471573888,0.21778855633692923,0.10879576711742706,0.21477935636616058,-0.26014645360965355,-0.1362430013182449,9.716061764515116,0.20649472415557446,0.09750193493607227,0.2034855241848058
0.22,-0.27849770357597703,-0.1544496594700448,9.717890171894437,0.20883258273071925,0.10067784066581412,0.20601871393838833,-0.29895283619834756,-0.16442175864841627,9.69741027975513,0.20943398260625137,0.10127924054134625,0.20662011381392045
0.23,-0.2968421930246658,-0.161956421152592,9.719847967148572,0.2132920579880749,0.1059828699205052,0.21068275285048738,-0.30160396263927874,-0.15626765303089382,9.715059042061455,0.20617227184554443,0.09886308377797473,0.2035629667079569
0.24,-0.32076293305478504,-0.17486031407263108,9.71637215499995,0.20608134140079895,0.09962513440492184,0.20368584129943618,-0.32085007341718536,-0.164530279859411,9.716255345778643,0.2174128131920189,0.11095660619614178,0.21501731309065614
0.25,-0.3340077021066639,-0.17690852517391678,9.723712443938057,0.2093290043567383,0.10373312547401324,0.2071565589960867,-0.3358445510366873,-0.16836242284068698,9.72184329468742,0.21329260654247242,0.10769672765974737,0.21112016118182084
0.26,-0.35596877542542293,-0.1874927848891626,9.722473997841249,0.21300978808882956,0.10828150407255613,0.21106965490631954,-0.3646101019512905,-0.18578623612358283,9.713797620852239,0.20222081369553507,0.09749252967926166,0.20028068051302506
0.27,-0.40069541824102645,-0.22066186050208358,9.698604943587801,0.2211843651241939,0.11733086219339377,0.21948580869221995,-0.3735095251605158,-0.18316401308022748,9.725752916815825,0.20449535800743585,0.10064185507663573,0.2027968015754619
0.28,-0.40357032011521443,-0.21179799066005187,9.716719937515021,0.20802574716432568,0.10505413076666002,0.20657803858432278,-0.3957471223863867,-0.19369959665028483,9.72450222622924,0.21146778476120964,0.108496168363544,0.21002007618120674
0.29,-0.4222108956603478,-0.21851818624234576,9.719198865520893,0.2132693650363557,0.11118665961996443,0.2120817813249092,-0.42330964133325283,-0.20937932275228607,9.718056101413108,0.2075198195410297,0.10543711412463838,0.20633223582958318
0.3,-0.45652893977485465,-0.2407338857286359,9.706127188663265,0.2017926984780153,0.10060584727216644,0.20087452194498698,-0.4473486036213154,-0.22135434835234732,9.715260276259208,0.20413478189988488,0.10294793069403603,0.20321660536685657
0.31,-0.4497394389064262,-0.22165976657882472,9.734287132745008,0.1998652834838299,0.09958114828826481,0.1992258011024835,-0.4419741534787954,-0.20373450027518114,9.742001818387177,0.20647794652904256,0.10619381133347747,0.20583846414769616
0.32,-0.48048408027304224,-0.2399372545542884,9.725034179954816,0.20160625291928383,0.10223161390214296,0.20125475568839904,-0.4646757111455123,-0.2140089287101379,9.74078847660324,0.20759681428981724,0.10822217527267636,0.20724531705893245
0.33,-0.49741640400342374,-0.2442196759421048,9.729711917601499,0.21126802269201955,0.11280957819623287,0.21121380498998524,-0.4955784595145422,-0.23230259393893093,9.731492195133796,0.21020364963139188,0.11174520513560521,0.21014943192935756
0.34,-0.5240160594918609,-0.257986513977209,9.724837782646608,0.19712036899058466,0.09958473534861034,0.19737272792146646,-0.5084375821052881,-0.23237050437837192,9.740354876540225,0.2028742576446169,0.10533862400264257,0.2031266165754987
0.35000000000000003,-0.537608178660836,-0.2585627821558987,9.733083689341425,0.20206634407309645,0.10546005542988925,0.2026345788046764,-0.5538637071099057,-0.2648231606800587,9.716762938572577,0.20790259376842768,0.11129630512522047,0.20847082850000762
0.36,-0.5671672224740854,-0.27492287078333644,9.725472183625477,0.21010124524009963,0.11443075338419142,0.21099465633388972,-0.5549969812406904,-0.2528006296146269,9.737573241234161,0.206649825568194,0.11097933371228583,0.2075432366619841
0.37,-0.5783933002453908,-0.27276686630036745,9.73630012474069,0.19898052572715463,0.10425219992972792,0.20020841446038937,-0.5662336392065009,-0.25069911356866764,9.748386518228513,0.2104722607416773,0.11574393494425059,0.21170014947491203
0.38,-0.5864743649360039,-0.2672827465825837,9.75037649086804,0.20350767212892576,0.1097277989907599,0.20507933980854112,-0.5978664500998575,-0.26881139693597195,9.738906931506778,0.19815570710046268,0.10437583396229684,0.19972737478007804
0.39,-0.6126369633798008,-0.27969713115076184,9.746471629847106,0.20468004136846776,0.11185482467463895,0.20660478863707982,-0.618913397377482,-0.2761555260859031,9.740113392232285,0.20719014376620837,0.11436492707237955,0.20911489103482042
0.4,-0.6359512278032274,-0.2890802726597921,9.74551226861114,0.1933027739525516,0.10143833453476517,0.1955899000864488,-0.6318903286605134,-0.27524745913518456,9.749486911935714,0.19585159392091503,0.10398715450312858,0.19813872005481223
0.41000000000000003,-0.6702523646327939,-0.3092675456589067,9.73366002534443,0.20093054280806782,0.11003291841450259,0.20358934500723638,-0.6681982187021369,-0.29748832887089144,9.735623340512712,0.20077461322154452,0.1098769888279793,0.20343341542071308
0.42,-0.6722552597005647,-0.2969740517337148,9.754196805251128,0.20775339006110832,0.11782853523365214,0.21079316273131263,-0.6785541303618638,-0.2935954036639392,9.747802406224274,0.20165281033212504,0.11172795550466884,0.20469258300232934
0.43,-0.7293347233960711,-0.33957486457855157,9.719744556386718,0.20118933638714034,0.11224312234589452,0.20461937041408396,-0.6728004790917139,-0.2734113518784067,9.776178452194287,0.20022071484159748,0.11127450080035166,0.2036507488685411
0.44,-0.7089931493765281,-0.30457268861110226,9.76279761193982,0.1964997091349817,0.10853792366991456,0.2003292911505783,-0.735809157769712,-0.32180836661217904,9.735876312568372,0.19610472987193295,0.10814294440686581,0.19993431188752955
0.45,-0.7521888736018502,-0.3329262178958809,9.742394332197417,0.19473158035123442,0.10775992772086124,0.19896999199202103,-0.7661503301601547,-0.33735695904845053,9.728322520054183,0.200750728960782,0.11377907633040882,0.20498914060156861
0.46,-0.7781636611719798,-0.34387762285418194,9.73928961871561,0.20063542505648632,0.11465952589345528,0.20529194221421485,-0.7537485973475975,-0.3099821247651474,9.763589140495776,0.19867969621236434,0.1127037970493333,0.20333621337009286
0.47000000000000003,-0.7956161744105185,-0.3461260182046033,9.744781447251455,0.1934702411655887,0.10849563238905119,0.19855413323003585,-0.7824294335053935,-0.3235097793631967,9.757847338120838,0.20322763783646133,0.11825302905992383,0.20831152990090848
0.48,-0.813176089345072,-0.3483015792846574,9.750236752305062,0.20286610277903305,0.11889823751367737,0.20838663187307047,-0.8199586014873874,-0.34570617390236513,9.743327960971685,0.18488917580242342,0.10092131053706771,0.19040970489646084
0.49,-0.8220617251478621,-0.3416231713171604,9.764433798708033,0.191507787768476,0.10855203527010403,0.19747420797544796,-0.8333112622543241,-0.3435470041563506,9.75305243250815,0.19656053772587767,0.11360478522750572,0.20252695793284964
0.5,-0.8528157508513129,-0.35663405593622877,9.756826475943095,0.19197221729455669,0.11003386288208339,0.19839377387801543,-0.8332127591566161,-0.3277581947088985,9.776291968360258,0.18587220015181954,0.10393384573934623,0.1922937567352783
0.51,-0.8577737332509483,-0.34567043888536275,9.775075751282058,0.19258727262659678,0.11167151762035149,0.19947320124244738,-0.8749146329099915,-0.3535919137276022,9.757791562393669,0.18705386143390398,0.10613810642765871,0.1939397900497546
0.52,-0.8939413988708561,-0.3657387317630245,9.762172408866686,0.1920444433044346,0.11215640497064615,0.19940396920554765,-0.8845618215627997,-0.3471937727143206,9.77140278778887,0.18741886528400734,0.1075308269502189,0.1947783911851204
0.53,-0.9214816680960383,-0.3770025859201732,9.757950016627463,0.19323461820258803,0.1143793297039337,0.20107695543593923,-0.9411369793845755,-0.387547145161952,9.738139479203927,0.18514694768209797,0.10629165918344365,0.19298928491544917
0.54,-0.9358286791887558,-0.37489691622704646,9.766970903322909,0.18258143555502862,0.10476384590712953,0.19091578615142915,-0.9286490883539588,-0.35866177779583924,9.773989122342373,0.18665109766113638,0.10883350801323728,0.19498544825753691
0.55,-0.9574260862154146,-0.3798661987358879,9.768787861672408,0.1881354906061755,0.11136046463992019,0.19697104376266017,-0.9594398774378846,-0.37288020959188334,9.766606435733886,0.18520741149121311,0.10843238552495783,0.1940429646476978
0.56,-0.9788630972661072,-0.3845005086219228,9.770808111200079,0.1791956202186025,0.10346793854818254,0.1885415514735455,-0.9798482974116469,-0.3765422463211402,9.769648896977756,0.18560150734248995,0.10987382567207,0.19494743859743296
0.5700000000000001,-1.00355793305165,-0.3922189784876074,9.76960984070433,0.188095746446118,0.11342010544265949,0.19796121684715054,-1.001681222548261,-0.381455661949523,9.771306042120225,0.1907034158089108,0.11602777480545226,0.20056888620994331
0.58,-1.011456382566672,-0.3829683537188913,9.785243653664272,0.18489527438917414,0.11127628615984991,0.19528942965397977,-1.0289260345458002,-0.3916087822614625,9.767586882796735,0.17735988704226716,0.1037408988129429,0.1877540423070728
0.59,-1.034273370439019,-0.3884645595139641,9.785991001962168,0.18476210823048073,0.11220430060298975,0.1956940779005498,-1.0488501291069372,-0.394269991121964,9.771220400724324,0.19188578391747868,0.11932797628998772,0.20281775358754778
0.6,-1.0507175439050704,-0.3874172875242877,9.793139599982021,0.1765585446117649,0.10506636112406546,0.18803744119919064,-1.0808607038459475,-0.4088475180525161,9.762795760868565,0.187637829515447,0.11614564602774756,0.19911672610287273
0.61,-1.0875304928978529,-0.4065692155950054,9.779944205596964,0.18917183026394369,0.11874963015912852,0.2012067483913472,-1.1110970458541494,-0.42148172545204404,9.756170024953677,0.17869733653830516,0.10827513643349,0.19073225466570867
0.62,-1.0959853746891408,-0.3971946320461418,9.795127996603842,0.1819741919299057,0.1126262501561089,0.19457420746357929,-1.110441428392241,-0.4030560049315748,9.780457255846885,0.1748994956922264,0.10555155391842962,0.1874995112259
0.63,-1.1230982588572669,-0.40631078026653766,9.791671226832905,0.17604479368118903,0.10777530089641447,0.1892189628575519,-1.1487859977927883,-0.42346366384610223,9.765761631733424,0.1793698381014473,0.11110034531667272,0.19254400727781018
0.64,-1.1367907770166645,-0.401840508056776,9.801648577496136,0.18743005155534428,0.12024311413710786,0.20118741010080538,-1.161174744332457,-0.4177498957834711,9.777035476322165,0.18432834019358493,0.1171414027753485,0.19808569873904602
0.65,-1.1645492720012214,-0.41127141641341236,9.797570009081758,0.17153751907528103,0.10543715913496014,0.1858870813196102,-1.1644667129234216,-0.4027749908599457,9.797416049232021,0.17911651178240948,0.11301615184208859,0.19346607402673865
0.66,-1.2129378105638098,-0.4411688718171152,9.7728677497322,0.17854515692311293,0.113535312324897,0.19349591490642154,-1.1867740947873022,-0.406652426986058,9.798787455395463,0.17398958911582382,0.1089797445176079,0.18894034709913243
0.67,-1.230017440336819,-0.43959526276979494,9.779477039360216,0.18209581409379957,0.11818033847813851,0.19765673666723682,-1.2219271429013696,-0.4232137848927229,9.787315730688862,0.17393312143472958,0.1100176458190685,0.18949404400816683
0.68,-1.2565542710101585,-0.4473180805374387,9.776628049546346,0.17919150248892793,0.11637416530037548,0.19537153440920138,-1.2473103850550602,-0.42984496075591233,9.785612629951368,0.16926115447424694,0.10644381728569446,0.1854411863945204
0.6900000000000001,-1.2504784633830497,-0.42226890775522774,9.806386895561074,0.17184370065605353,0.11012818717540492,0.18865176167388534,-1.2838532970688377,-0.4474768389721825,9.77274495483986,0.1638973920097651,0.10218187852911649,0.1807054530275969
0.7000000000000001,-1.291943661936172,-0.44460285054177184,9.78859620486458,0.17768450485143628,0.11707441623206111,0.19512948879407002,-1.2792064308987712,-0.4237614198086904,9.801058426796155,0.17300004828113166,0.11238995966175647,0.1904450322237654
0.71,-1.3187123980977828,-0.4520839412963279,9.785489714910263,0.18320050557376658,0.1236993588820389,0.2012912794216415,-1.320969639839683,-0.44630004414080526,9.782949462913322,0.16175613867658956,0.10225499198486188,0.17984691252446447
0.72,-1.3305538874122855,-0.4444829353877845,9.79729447704304,0.17545992984127604,0.11707115810100628,0.1942053327989899,-1.344986128463703,-0.45093744291444793,9.78257112706385,0.17174970790468247,0.1133609361644127,0.19049511086239634
0.73,-1.3436927432423897,-0.4380260243667908,9.807782143860997,0.1612908739899314,0.10401782623070581,0.18069971655161476,-1.3308790266447639,-0.4172983106839359,9.820296556938743,0.16895264022906667,0.1116795924698411,0.18836148279075005
0.74,-1.3787677602188553,-0.4533536189153392,9.796310186825965,0.17555750688584468,0.11940344819518017,0.19563856989507228,-1.3656281452393138,-0.43236406079592093,9.809142209426941,0.1682329659534933,0.11207890726282878,0.1883140289627209
0.75,-1.4144901611631475,-0.46917859525939054,9.784163650397394,0.17222061341825462,0.11718872499747862,0.19298264712262336,-1.4028440541395062,-0.4497469029359451,9.795493783618415,0.17152627333349954,0.11649438491272351,0.19228830703786828
0.76,-1.4159004288041264,-0.45054312636595406,9.806298321367997,0.16566335329770704,0.11175673252147385,0.1871150763982116,-1.3961784611515111,-0.42310022149054094,9.82569584297793,0.17719586041816035,0.12328923964192715,0.1986475835186649
0.77,-1.4325547782180543,-0.4470051538542134,9.81315425747151,0.16663311691213128,0.11385477739148872,0.1887832156074715,-1.4470351383393958,-0.45382950136563455,9.798340890048689,0.16524617205294187,0.1124678325322993,0.18739627074828208
0.78,-1.4574257076400998,-0.4515389382691558,9.811755237614106,0.16456892453398725,0.11292179618290847,0.18742605155994435,-1.4662336379507612,-0.45275604337771846,9.802605651569298,0.15570972386276002,0.10406259551168125,0.17856685088871713
0.79,-1.4810903857968534,-0.454723445867516,9.81152037557951,0.14916797971429213,0.09865490881959085,0.17274075337831288,-1.4879897629155392,-0.45409743420948545,9.804270609012312,0.16764877852743687,0.11713570763273562,0.19122155219145762
0.8,-1.515598306927327,-0.4686100030838266,9.800396466040091,0.15786821324402658,0.10849196253857497,0.18216521645515735,-1.5014134449759127,-0.446965423988213,9.81422212148606,0.15971737294699123,0.11034112224153962,0.184014376158122
0.81,-1.5441526963519334,-0.47640370153635414,9.795176580013997,0.15407196856938876,0.10583521730855937,0.179101747863704,-1.5458897060917791,-0.47074688713160096,9.793071465354968,0.16440882414087848,0.1161720728800491,0.18943860343519373
0.8200000000000001,-1.5564657563399058,-0.46781864332369094,9.806144820017687,0.15536108064309828,0.10826642468435475,0.18113214520477006,-1.5541484147483833,-0.45817357808798637,9.808085078951496,0.15922257126751577,0.11212791530877225,0.18499363582918754
0.8300000000000001,-1.5785348455868866,-0.4688541199240495,9.80730014160159,0.15677089786218157,0.11082084974774295,0.18329171854033943,-1.5656602374700734,-0.4487180822752202,9.819788612075268,0.15952007262158208,0.11357002450714346,0.18604089329973994
0.84,-1.5892554310997078,-0.458407563494578,9.819743402471785,0.15238476585926447,0.10758175490177253,0.17966377418079726,-1.5735486048773997,-0.4355057815557144,9.835054960941994,0.15842668007038488,0.11362366911289293,0.18570568839191764
